state,crop,avg_price_quintal
Telangana,Green Chilli,3945.57
Telangana,Green Gram (Moong)(Whole),6522.54
Telangana,Green Gram Dal (Moong Dal),7453.0
Telangana,Ground Nut Oil,5954.5
Telangana,Ground Nut Seed,11700.0
Telangana,Groundnut,5755.18
Telangana,Groundnut (Split),5854.76
Telangana,Groundnut Pods (Raw),3453.45
Telangana,Guava,2529.28
Telangana,Gur (Jaggery),3932.54
Telangana,He Buffalo,21358.27
Telangana,Indian Beans (Seam),6005.45
Telangana,Jack Fruit,2982.5
Telangana,Jarbara,169.54
Telangana,Jasmine,268.57
Telangana,Jowar (Sorghum),2881.13
Telangana,Kabuli Chana (Chickpeas-White),3933.0
Telangana,Kakada,299.63
Telangana,Kankambra,398.71
Telangana,Karbuja (Musk Melon),1315.49
Telangana,Kinnow,4469.64
Telangana,Knool Khol,952.3
Telangana,Kulthi (Horse Gram),4667.14
Telangana,Leafy Vegetable,2172.67
Telangana,Lemon,2520.0
Telangana,Lilly,15.69
Telangana,Lime,1747.79
Telangana,Litchi,10462.96
Telangana,Little Gourd (Kundru),3819.7
Telangana,Maize,2043.32
Telangana,Mango,2981.99
Telangana,Mango (Raw-Ripe),2493.07
Telangana,Marigold (Calcutta),44.24
Telangana,Marigold (Loose),41.95
Telangana,Mousambi (Sweet Lime),1907.85
Telangana,Mustard,4727.44
Telangana,Onion,1998.72
Telangana,Onion Green,2565.52
Telangana,Orange,2618.88
Telangana,Ox,18160.28
Telangana,Paddy (Common),2348.62
Telangana,Paddy (Dhan)(Basmati),2031.96
Telangana,Paddy (Dhan)(Common),2055.64
Telangana,Papaya,1351.48
Telangana,Papaya (Raw),587.0
Telangana,Pear (Marasebu),14600.0
Telangana,Pineapple,1250.34
Telangana,Plum,6553.72
Telangana,Pomegranate,7240.59
Telangana,Potato,2282.72
Telangana,Pumpkin,987.21
Telangana,Raddish,496.13
Telangana,Ragi (Finger Millet),2164.32
Telangana,Rice,3850.0
Telangana,Ridgeguard (Tori),3420.18
Telangana,Rose (Local),90.0
Telangana,Rose (Loose)),117.5
Telangana,Safflower,4978.52
Telangana,"Sesamum (Sesame,Gingelly,Til)",11376.32
Telangana,She Buffalo,35840.98
Telangana,Snakeguard,1435.19
Telangana,Soyabean,4794.34
Telangana,Spinach,2000.0
Telangana,Sunflower,5469.57
Telangana,Sunhemp,6108.87
Telangana,Sweet Potato,1811.64
Telangana,Tamarind Fruit,7184.6
Telangana,Tamarind Seed,1666.69
Telangana,Tender Coconut,1944.44
Telangana,Thondekai,2546.28
Telangana,Tomato,1888.98
Telangana,Turmeric,8140.06
Telangana,Water Melon,741.38
Telangana,Wheat,2201.49
Telangana,White Pumpkin,982.37
Telangana,Wood,540.98
Telangana,Yam,1982.76
Telangana,Yam (Ratalu),3721.74
Tripura,Amaranthus,1103.8
Tripura,Apple,11836.81
Tripura,Ashgourd,2744.94
Tripura,Banana,2359.95
Tripura,Banana - Green,3747.35
Tripura,Beans,5000.0
Tripura,Beaten Rice,3203.12
Tripura,Beetroot,5266.67
Tripura,Bengal Gram Dal (Chana Dal),5776.92
Tripura,Bhindi (Ladies Finger),4352.62
Tripura,Bitter Gourd,5884.65
Tripura,Black Gram Dal (Urd Dal),11812.5
Tripura,Bottle Gourd,1605.29
Tripura,Brinjal,3385.13
Tripura,Bull,30400.0
Tripura,Cabbage,2137.31
Tripura,Capsicum,12600.0
Tripura,Carrot,5510.82
Tripura,Cauliflower,3194.9
Tripura,Chili Red,25333.33
Tripura,Chow Chow,2829.17
Tripura,Cock,281.11
Tripura,Colacasia,3928.2
Tripura,Coriander (Leaves),2600.43
Tripura,Cow,25474.36
Tripura,Cowpea (Lobia/Karamani),5383.33
Tripura,Cowpea (Veg),4390.9
Tripura,Cucumbar (Kheera),4056.41
Tripura,Drumstick,3594.55
Tripura,Duck,542.95
Tripura,Field Pea,4358.33
Tripura,Fish,25459.86
Tripura,French Beans (Frasbean),4011.68
Tripura,Garlic,13055.65
Tripura,Ginger (Dry),11654.25
Tripura,Ginger (Green),9080.43
Tripura,Goat,4629.53
Tripura,Grapes,13297.22
Tripura,Green Chilli,10193.64
Tripura,Green Peas,5135.71
Tripura,Gur (Jaggery),7000.0
Tripura,Hen,443.59
Tripura,Hybrid Cumbu,3457.27
Tripura,Indian Beans (Seam),3723.16
Tripura,Jack Fruit,1640.15
Tripura,Kartali (Kantola),5417.8
Tripura,Knool Khol,1748.01
Tripura,Leafy Vegetable,1574.24
Tripura,Lemon,1802.8
Tripura,Mango,6195.29
Tripura,Mango (Raw-Ripe),16600.0
Tripura,Masur Dal,9979.22
Tripura,Onion,3439.52
Tripura,Orange,8000.0
Tripura,Paddy (Dhan)(Common),1833.2
Tripura,Papaya,1669.12
Tripura,Papaya (Raw),1621.51
Tripura,Peas (Dry),3100.0
Tripura,Peas Cod,3660.91
Tripura,Pigs,5439.17
Tripura,Pineapple,2036.02
Tripura,Pointed Gourd (Parval),4691.95
Tripura,Potato,2255.0
Tripura,Pumpkin,2662.28
Tripura,Raddish,2075.04
Tripura,Rice,3559.67
Tripura,Ridgeguard (Tori),4583.3
Tripura,Round Gourd,1550.0
Tripura,Snakeguard,4031.77
Tripura,Spinach,2637.5
Tripura,Sponge Gourd,4723.37
Tripura,Squash (Chappal Kadoo),2815.27
Tripura,Sweet Potato,2406.49
Tripura,Sweet Pumpkin,2404.81
Tripura,Tomato,3874.93
Tripura,Turmeric (Raw),2254.27
Tripura,Water Melon,3200.64
Tripura,White Pumpkin,1400.0
Uttar Pradesh,Amla (Nelli Kai),1518.07
Uttar Pradesh,Apple,7455.97
Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),7257.48
Uttar Pradesh,Arhar Dal (Tur Dal),10992.29
Uttar Pradesh,Ashgourd,1564.38
Uttar Pradesh,Bajra (Pearl Millet/Cumbu),1963.49
Uttar Pradesh,Banana,2359.64
Uttar Pradesh,Banana - Green,1533.66
Uttar Pradesh,Barley (Jau),2174.0
Uttar Pradesh,Beans,1673.12
Uttar Pradesh,Beetroot,1557.76
Uttar Pradesh,Bengal Gram (Gram)(Whole),5923.17
Uttar Pradesh,Bengal Gram Dal (Chana Dal),6828.59
Uttar Pradesh,Ber (Zizyphus/Borehannu),1806.82
Uttar Pradesh,Bhindi (Ladies Finger),1722.85
Uttar Pradesh,Bitter Gourd,1966.14
Uttar Pradesh,Black Gram (Urd Beans)(Whole),7939.2
Uttar Pradesh,Black Gram Dal (Urd Dal),9441.43
Uttar Pradesh,Bottle Gourd,1234.55
Uttar Pradesh,Bran,1944.21
Uttar Pradesh,Brinjal,1388.25
Uttar Pradesh,Cabbage,1215.68
Uttar Pradesh,Capsicum,3042.93
Uttar Pradesh,Carrot,1214.82
Uttar Pradesh,Castor Seed,5050.0
Uttar Pradesh,Cauliflower,1458.77
Uttar Pradesh,Chikoos (Sapota),2893.4
Uttar Pradesh,Chili Red,17968.55
Uttar Pradesh,Cock,6339.58
Uttar Pradesh,Colacasia,1968.65
Uttar Pradesh,Coriander (Leaves),2348.45
Uttar Pradesh,Corriander Seed,9069.32
Uttar Pradesh,Cotton,7180.62
Uttar Pradesh,Cowpea (Lobia/Karamani),2288.64
Uttar Pradesh,Cowpea (Veg),2571.25
Uttar Pradesh,Cucumbar (Kheera),1498.58
Uttar Pradesh,Cummin Seed (Jeera),17833.33
Uttar Pradesh,Custard Apple (Sharifa),3940.91
Uttar Pradesh,Dry Chillies,12233.64
Uttar Pradesh,Egg,596.67
Uttar Pradesh,Elephant Yam (Suran),2823.7
Uttar Pradesh,Field Pea,2090.36
Uttar Pradesh,Firewood,321.81
Uttar Pradesh,Fish,9586.06
Uttar Pradesh,French Beans (Frasbean),1228.47
Uttar Pradesh,Garlic,7031.99
Uttar Pradesh,Ghee,44869.4
Uttar Pradesh,Ginger (Dry),3135.0
Uttar Pradesh,Ginger (Green),4475.31
Uttar Pradesh,Goat,4058.84
Uttar Pradesh,Gramflour,7069.6
Uttar Pradesh,Grapes,4346.5
Uttar Pradesh,Green Chilli,2730.73
Uttar Pradesh,Green Gram (Moong)(Whole),7652.16
Uttar Pradesh,Green Gram Dal (Moong Dal),9179.6
Uttar Pradesh,Green Peas,2604.71
Uttar Pradesh,Ground Nut Seed,8764.33
Uttar Pradesh,Groundnut,5556.4
Uttar Pradesh,Groundnut (Split),2570.0
Uttar Pradesh,Groundnut Pods (Raw),5753.45
Uttar Pradesh,Guar,2526.79
Uttar Pradesh,Guava,2031.34
Uttar Pradesh,Gur (Jaggery),3710.83
Uttar Pradesh,Honey,1000.0
Uttar Pradesh,Indian Beans (Seam),2590.0
Uttar Pradesh,Jack Fruit,1804.05
Uttar Pradesh,Javi,1794.38
Uttar Pradesh,Jowar (Sorghum),3041.34
Uttar Pradesh,Kabuli Chana (Chickpeas-White),6215.02
Uttar Pradesh,Karbuja (Musk Melon),1598.61
Uttar Pradesh,Khoya,23562.5
Uttar Pradesh,Kinnow,1706.17
Uttar Pradesh,Kodo Millet (Varagu),2501.0
Uttar Pradesh,Kulthi (Horse Gram),4910.0
Uttar Pradesh,Leafy Vegetable,676.47
Uttar Pradesh,Lemon,4437.43
Uttar Pradesh,Lentil (Masur)(Whole),6686.15
Uttar Pradesh,Lime,4373.35
Uttar Pradesh,Linseed,6540.01
Uttar Pradesh,Litchi,5049.41
Uttar Pradesh,Little Gourd (Kundru),1651.68
Uttar Pradesh,Long Melon (Kakri),1838.33
Uttar Pradesh,Lukad,2408.87
Uttar Pradesh,Mahua,3668.89
Uttar Pradesh,Mahua Seed (Hippe Seed),3968.0
Uttar Pradesh,Maida Atta,2423.87
Uttar Pradesh,Maize,2056.86
Uttar Pradesh,Mango,2777.69
Uttar Pradesh,Mango (Raw-Ripe),1946.63
Uttar Pradesh,Mashrooms,15500.0
Uttar Pradesh,Masur Dal,8166.52
Uttar Pradesh,Methi (Leaves),1485.82
Uttar Pradesh,Mousambi (Sweet Lime),3227.43
Uttar Pradesh,Mustard,6007.39
Uttar Pradesh,Mustard Oil,14278.44
Uttar Pradesh,Onion,1900.72
Uttar Pradesh,Onion Green,1770.82
Uttar Pradesh,Orange,3535.84
Uttar Pradesh,Paddy (Basmati),2839.7
Uttar Pradesh,Paddy (Common),2293.85
Uttar Pradesh,Paddy (Dhan)(Basmati),2974.85
Uttar Pradesh,Paddy (Dhan)(Common),2062.64
Uttar Pradesh,Papaya,2329.86
Uttar Pradesh,Papaya (Raw),1247.87
Uttar Pradesh,Peach,2103.61
Uttar Pradesh,Pear (Marasebu),2152.78
Uttar Pradesh,Peas (Dry),5336.85
Uttar Pradesh,Peas Cod,2049.37
Uttar Pradesh,Peas Wet,1984.85
Uttar Pradesh,Pegeon Pea (Arhar Fali),700.0
Uttar Pradesh,Pineapple,2604.89
Uttar Pradesh,Plum,2000.0
Uttar Pradesh,Pointed Gourd (Parval),3088.6
Uttar Pradesh,Pomegranate,6330.88
Uttar Pradesh,Potato,1161.59
Uttar Pradesh,Pumpkin,1179.56
Uttar Pradesh,Raddish,981.04
Uttar Pradesh,Rice,2776.51
Uttar Pradesh,Ridgeguard (Tori),1623.04
Uttar Pradesh,Round Gourd,1577.62
Uttar Pradesh,Same/Savi,1870.0
Uttar Pradesh,Season Leaves,890.38
Uttar Pradesh,Seetapal,1000.0
Uttar Pradesh,"Sesamum (Sesame,Gingelly,Til)",10182.92
Uttar Pradesh,Soji,2536.67
Uttar Pradesh,Soyabean,4963.23
Uttar Pradesh,Spinach,1123.78
Uttar Pradesh,Sponge Gourd,1497.7
Uttar Pradesh,Sugar,3872.69
Uttar Pradesh,Surat Beans (Papadi),1159.62
Uttar Pradesh,Sweet Potato,1508.87
Uttar Pradesh,Tapioca,2944.17
Uttar Pradesh,Tinda,1613.61
Uttar Pradesh,Tobacco,6786.08
Uttar Pradesh,Tomato,1833.58
Uttar Pradesh,Turmeric,12149.46
Uttar Pradesh,Turmeric (Raw),2257.14
Uttar Pradesh,Turnip,737.62
Uttar Pradesh,Water Melon,931.66
Uttar Pradesh,Wheat,2269.49
Uttar Pradesh,Wheat Atta,2276.91
Uttar Pradesh,White Peas,5267.95
Uttar Pradesh,White Pumpkin,435.42
Uttar Pradesh,Wood,484.04
Uttarakhand,Amla (Nelli Kai),1200.0
Uttarakhand,Apple,5061.36
Uttarakhand,Banana,1560.94
Uttarakhand,Banana - Green,1766.67
Uttarakhand,Beans,2350.0
Uttarakhand,Bhindi (Ladies Finger),3365.38
Uttarakhand,Bitter Gourd,1713.64
Uttarakhand,Black Gram (Urd Beans)(Whole),6400.0
Uttarakhand,Bottle Gourd,1375.58
Uttarakhand,Brinjal,971.71
Uttarakhand,Cabbage,1102.94
Uttarakhand,Capsicum,2650.0
Uttarakhand,Carrot,1321.67
Uttarakhand,Cauliflower,1316.67
Uttarakhand,Chikoos (Sapota),2350.0
Uttarakhand,Colacasia,1557.69
Uttarakhand,Cucumbar (Kheera),1313.33
Uttarakhand,Field Pea,3016.67
Uttarakhand,Fish,4500.0
Uttarakhand,French Beans (Frasbean),2281.94
Uttarakhand,Garlic,5030.0
Uttarakhand,Ginger (Green),3841.67
Uttarakhand,Grapes,3810.0
Uttarakhand,Green Chilli,2389.81
Uttarakhand,Green Gram Dal (Moong Dal),6800.0
Uttarakhand,Green Peas,1400.0
Uttarakhand,Guava,2590.0
Uttarakhand,Gur (Jaggery),2940.0
Uttarakhand,Kinnow,2616.67
Uttarakhand,Lemon,2887.5
Uttarakhand,Lime,3816.67
Uttarakhand,Mashrooms,5000.0
Uttarakhand,Masur Dal,6400.0
Uttarakhand,Mousambi (Sweet Lime),2776.67
Uttarakhand,Onion,1570.0
Uttarakhand,Orange,3010.71
Uttarakhand,Other Pulses,8200.0
Uttarakhand,Paddy (Basmati),3423.67
Uttarakhand,Paddy (Common),2204.81
Uttarakhand,Papaya,2306.67
Uttarakhand,Peas Cod,2866.67
Uttarakhand,Peas Wet,4554.55
Uttarakhand,Pointed Gourd (Parval),3566.67
Uttarakhand,Pomegranate,4762.5
Uttarakhand,Potato,898.66
Uttarakhand,Pumpkin,1000.0
Uttarakhand,Raddish,712.92
Uttarakhand,Rice,3004.5
Uttarakhand,Sweet Potato,2000.0
Uttarakhand,Tender Coconut,1200.0
Uttarakhand,Tomato,1877.12
Uttarakhand,Wheat,2490.0
Uttrakhand,Amla (Nelli Kai),1453.44
Uttrakhand,Apple,4947.86
Uttrakhand,Apricot (Jardalu/Khumani),2770.0
Uttrakhand,Arhar (Tur/Red Gram)(Whole),8841.5
Uttrakhand,Arhar Dal (Tur Dal),8932.4
Uttrakhand,Banana,1503.77
Uttrakhand,Banana - Green,1184.68
Uttrakhand,Beans,1833.84
Uttrakhand,Bengal Gram (Gram)(Whole),6948.69
Uttrakhand,Ber (Zizyphus/Borehannu),1812.77
Uttrakhand,Bhindi (Ladies Finger),1654.82
Uttrakhand,Bitter Gourd,1558.56
Uttrakhand,Black Gram (Urd Beans)(Whole),8685.84
Uttrakhand,Bottle Gourd,1044.49
Uttrakhand,Brinjal,1088.18
Uttrakhand,Cabbage,1364.27
Uttrakhand,Capsicum,1991.99
Uttrakhand,Carrot,1165.34
Uttrakhand,Cauliflower,1267.17
Uttrakhand,Chikoos (Sapota),2290.66
Uttrakhand,Chili Red,8543.0
Uttrakhand,Coconut,1925.0
Uttrakhand,Coconut Seed,2217.81
Uttrakhand,Colacasia,1840.49
Uttrakhand,Corriander Seed,6928.5
Uttrakhand,Cowpea (Lobia/Karamani),7170.25
Uttrakhand,Cucumbar (Kheera),1218.85
Uttrakhand,Cummin Seed (Jeera),23125.0
Uttrakhand,Field Pea,2260.59
Uttrakhand,Fish,4284.41
Uttrakhand,French Beans (Frasbean),2131.86
Uttrakhand,Garlic,5941.54
Uttrakhand,Ghee,420.0
Uttrakhand,Ginger (Dry),5643.87
Uttrakhand,Ginger (Green),3851.74
Uttrakhand,Grapes,3622.04
Uttrakhand,Green Chilli,2140.97
Uttrakhand,Green Gram (Moong)(Whole),8961.96
Uttrakhand,Green Peas,2202.16
Uttrakhand,Groundnut,9626.77
Uttrakhand,Guava,2013.61
Uttrakhand,Gur (Jaggery),3048.54
Uttrakhand,Indian Beans (Seam),1843.48
Uttrakhand,Jack Fruit,1399.37
Uttrakhand,Jamun (Narale Hannu),2200.0
Uttrakhand,Kabuli Chana (Chickpeas-White),5825.0
Uttrakhand,Karbuja (Musk Melon),1465.19
Uttrakhand,Kinnow,1968.48
Uttrakhand,Leafy Vegetable,1500.0
Uttrakhand,Lemon,3622.81
Uttrakhand,Lentil (Masur)(Whole),7913.43
Uttrakhand,Lime,6166.15
Uttrakhand,Litchi,4202.62
Uttrakhand,Long Melon (Kakri),1000.0
Uttrakhand,Maize,2101.53
Uttrakhand,Mango,2363.58
Uttrakhand,Mango (Raw-Ripe),1133.33
Uttrakhand,Mashrooms,5067.71
Uttrakhand,Masur Dal,7178.32
Uttrakhand,Mousambi (Sweet Lime),2850.34
Uttrakhand,Mustard,5148.61
Uttrakhand,Onion,1841.34
Uttrakhand,Onion Green,1481.25
Uttrakhand,Orange,2840.71
Uttrakhand,Paddy (Dhan)(Basmati),2754.18
Uttrakhand,Paddy (Dhan)(Common),2093.48
Uttrakhand,Papaya,2074.18
Uttrakhand,Peach,2524.75
Uttrakhand,Pear (Marasebu),2139.66
Uttrakhand,Peas (Dry),3307.86
Uttrakhand,Peas Cod,1444.44
Uttrakhand,Peas Wet,2011.39
Uttrakhand,Pegeon Pea (Arhar Fali),3783.72
Uttrakhand,Pineapple,1839.05
Uttrakhand,Plum,2684.48
Uttrakhand,Pointed Gourd (Parval),2406.36
Uttrakhand,Pomegranate,5275.24
Uttrakhand,Potato,1035.78
Uttrakhand,Pumpkin,952.85
Uttrakhand,Raddish,732.12
Uttrakhand,Rice,3133.54
Uttrakhand,Ridgeguard (Tori),1410.81
Uttrakhand,Soyabean,5000.88
Uttrakhand,Sponge Gourd,1409.31
Uttrakhand,Sweet Potato,1557.37
Uttrakhand,Tender Coconut,1700.0
Uttrakhand,Tinda,1885.27
Uttrakhand,Tomato,1572.05
Uttrakhand,Toria,1331.4
Uttrakhand,Turnip,1124.0
Uttrakhand,Water Melon,1018.49
Uttrakhand,Wheat,2281.84
Uttrakhand,White Pumpkin,2000.0
Uttrakhand,Wood,604.35
West Bengal,Almond (Badam),5000.0
West Bengal,Apple,10301.96
West Bengal,Arhar (Tur/Red Gram)(Whole),8696.54
West Bengal,Arhar Dal (Tur Dal),12618.95
West Bengal,Banana,2012.66
West Bengal,Bengal Gram (Gram)(Whole),7060.1
West Bengal,Bengal Gram Dal (Chana Dal),8283.64
West Bengal,Betal Leaves,29342.91
West Bengal,Bhindi (Ladies Finger),3260.68
West Bengal,Bitter Gourd,3569.5
West Bengal,Black Gram (Urd Beans)(Whole),8771.35
West Bengal,Black Gram Dal (Urd Dal),10331.51
West Bengal,Bottle Gourd,1620.71
West Bengal,Brinjal,2965.87
West Bengal,Cabbage,1678.31
West Bengal,Capsicum,6155.48
West Bengal,Cardamoms,76780.0
West Bengal,Carrot,3693.44
West Bengal,Cauliflower,2023.14
West Bengal,Cucumbar (Kheera),2819.08
West Bengal,Fish,19612.57
West Bengal,French Beans (Frasbean),7515.08
West Bengal,Garlic,13975.17
West Bengal,Ginger (Dry),9621.76
West Bengal,Ginger (Green),6937.41
West Bengal,Green Chilli,5251.88
West Bengal,Green Gram (Moong)(Whole),9266.71
West Bengal,Green Gram Dal (Moong Dal),10851.91
West Bengal,Groundnut,9148.74
West Bengal,Guava,6208.9
West Bengal,Gur (Jaggery),3586.37
West Bengal,Indian Beans (Seam),2263.64
West Bengal,Jute,5837.6
West Bengal,Lentil (Masur)(Whole),9294.42
West Bengal,Maize,2241.25
West Bengal,Mango,6923.7
West Bengal,Marigold (Loose),5526.93
West Bengal,Masur Dal,9669.58
West Bengal,Moath Dal,9653.78
West Bengal,Mousambi (Sweet Lime),6849.67
West Bengal,Mustard,6249.85
West Bengal,Mustard Oil,14950.28
West Bengal,Onion,2564.73
West Bengal,Orange,7351.38
West Bengal,Other Pulses,9562.5
West Bengal,Paddy (Common),2424.39
West Bengal,Paddy (Dhan)(Basmati),2199.78
West Bengal,Paddy (Dhan)(Common),2069.55
West Bengal,Papaya (Raw),1758.54
West Bengal,Peas (Dry),5913.29
West Bengal,Peas Cod,3306.32
West Bengal,Pineapple,2814.62
West Bengal,Pointed Gourd (Parval),3111.99
West Bengal,Pomegranate,11833.18
West Bengal,Potato,1505.25
West Bengal,Pumpkin,1488.16
West Bengal,Raddish,2492.84
West Bengal,Rice,3442.14
West Bengal,Ridgeguard (Tori),3176.29
West Bengal,Rose (Local),10850.6
West Bengal,"Sesamum (Sesame,Gingelly,Til)",7055.93
West Bengal,Spinach,1829.41
West Bengal,Squash (Chappal Kadoo),1716.95
West Bengal,Sugar,4014.07
West Bengal,Sweet Pumpkin,1561.78
West Bengal,Tobacco,2975.56
West Bengal,Tomato,2999.65
West Bengal,Tube Rose (Loose),8167.2
West Bengal,Turmeric,10776.7
West Bengal,Wheat,2422.2
